book_id,book_name,book_author,book_added_on,book_is_issued
SB-425,SALLYS DAY,not available,09-11-17,FALSE
SB-426,THE PRINCESS WITH THE LARGEST HAIR ,not available,09-11-17,FALSE
SB-427,JACK AND THE BEANSTALK ,not available,09-11-17,FALSE
SB-428,THE STORY OF GINGERBREAD MAN,not available,09-11-17,FALSE
SB-429,THE STORY OF HENNY PENNY,not available,09-11-17,FALSE
SB-430,WHERES THAT CAT,not available,09-11-17,FALSE
SB-431,THE STORY OF HENNY PENNY,not available,09-11-17,FALSE
SB-432,GOOD MANNERS,not available,09-11-17,FALSE
SB-433,THE GOLDEN NECKLACE,not available,09-11-17,FALSE
SB-434,DOES A PANDA GO TO SCHOOL,not available,09-11-17,FALSE
SB-435,BE CAREFUL,not available,09-11-17,FALSE
SB-436,FREE MOUNTAIN,not available,09-11-17,FALSE
SB-437,FREE MOUNTAIN,not available,09-11-17,FALSE
SB-438,DADDYS DAY OUT,not available,09-11-17,FALSE
SB-439,ANIMAL HOUSE,not available,09-11-17,FALSE
SB-440,ZHAHYAD,not available,09-11-17,FALSE
SB-441,AEERLY TALE,not available,09-11-17,FALSE
SB-442,SONG ,not available,09-11-17,FALSE
SB-443,MIRROR,not available,09-11-17,FALSE
SB-444,SHIHHI,not available,09-11-17,FALSE
SB-445,LITTLE RED RIDING HOOD,not available,09-11-17,FALSE
SB-446,BIRBAL THE WISE,not available,09-11-17,FALSE
SB-447,GRASSHOPPER,not available,09-11-17,FALSE
SB-448,WHO WILL TEACH EMPEROR AKBAR,not available,09-11-17,FALSE
SB-449,A TRAIL OF POINT,not available,09-11-17,FALSE
SB-450,PAPLU THE GIANT,not available,09-11-17,FALSE
SB-451,THE STORY OF GOLDILICIOUS,not available,09-11-17,FALSE
SB-452,THE SNOW KINGS DAUGHTER,not available,09-11-17,FALSE
SB-453,PHANTOM,not available,09-11-17,FALSE
SB-454,BIRBAL THE WISE,not available,09-11-17,FALSE
SB-455,HANSEL AND GRETEL ,not available,09-11-17,FALSE
SB-456,ALIBABA AND THE FORTY THIEVES,not available,09-11-17,FALSE
SB-457,WEDDING CLOTHES,not available,09-11-17,FALSE
SB-458,SURPRISE GIFTS,not available,09-11-17,FALSE
SB-459,UPSIDE DOWN ,not available,09-11-17,FALSE
SB-460,LAIR LAIR THE BABY ELEPHANT,not available,09-11-17,FALSE
SB-461,BAHAMAS BUTTERFLY,not available,09-11-17,FALSE
SB-462,LAND WAS BORN,not available,09-11-17,FALSE
SB-463,CURSIVE WRITTING,not available,09-11-17,FALSE
SB-464,WHERE IS AMMA ,not available,09-11-17,FALSE
SB-465,COME,not available,09-11-17,FALSE
SB-466,THE SNAKE AND THE FROGS,not available,09-11-17,FALSE
SB-467,HELP HELP,not available,09-11-17,FALSE
SB-468,POWERCUT,not available,09-11-17,FALSE
SB-469,THE TOY HOUSE,not available,09-11-17,FALSE
SB-470,ONCE UPON A MOUNTAIN,not available,09-11-17,FALSE
SB-471,FREE MOUNTAIN,not available,09-11-17,FALSE
SB-472,MOTHER IS THE MOTHER,not available,09-11-17,FALSE
SB-473,RAMU,not available,09-11-17,FALSE
SB-474,MITHATHU,not available,09-11-17,FALSE
SB-475,THE TALKTAIVE TORTOISE,not available,09-11-17,FALSE
SB-476,WHERE DID YOU SEE,not available,09-11-17,FALSE
SB-477,TEN ,not available,09-11-17,FALSE
SB-478,IM SO SLEEPY ,not available,09-11-17,FALSE
SB-479,THE STORY OF GINGERBREAD MAN,not available,09-11-17,FALSE
SB-480,BLACK BEAUTY,not available,09-11-17,FALSE
SB-481,CROCODILE TEARS ,not available,09-11-17,FALSE
SB-482,TEN ,not available,09-11-17,FALSE
SB-483,YOU TAKE A MOUSE TO THE MOUSE ,not available,09-11-17,FALSE
SB-484,DOES A TIGER OPEN WIDE ,not available,09-11-17,FALSE
SB-485,MULLA NASRUDDIN ,not available,09-11-17,FALSE
SB-486,THE GINGERBREAD MAN ,not available,09-11-17,FALSE
SB-487,A BABY HORNBILL LEARNS TO FLY ,not available,09-11-17,FALSE
SB-488,GRANNYS SON ,not available,09-11-17,FALSE
SB-489,FLORENCE NIGHTANGLE,not available,09-11-17,FALSE
SB-490,THE ADVENTURE OF SINBAD ,not available,09-11-17,FALSE
SB-491,DOES A HIPPO SAY ,not available,09-11-17,FALSE
SB-492,GOODNIGHT FACES,not available,09-11-17,FALSE
SB-493,THE BILLY GOATS GROSS ,not available,09-11-17,FALSE
SB-494,INSECT BUGS ,not available,09-11-17,FALSE
SB-495,ON THE MOVE ,not available,09-11-17,FALSE
SB-496,MATHEMATICS ,not available,09-11-17,FALSE
SB-497,CHICKEN CHICKEN ,not available,09-11-17,FALSE
SB-498,REPTILES ON A FROGS ,not available,09-11-17,FALSE
SB-499,GOLDILOCKS AND THREE BEARS ,not available,09-11-17,FALSE
SB-500,WILD ANIMAL ,not available,09-11-17,FALSE
SB-501,TRAVELLING SOLO TO FRANCE ,not available,09-11-17,FALSE
SB-502,THE THREE WISHES ,not available,09-11-17,FALSE
SB-503,LITTLE MISS MUFFET ,not available,09-11-17,FALSE
SB-504,PINOCCHIO,not available,09-11-17,FALSE
SB-505,JOKES,not available,09-11-17,FALSE
SB-506,KING MIDAS AND THE GOLD ,not available,09-11-17,FALSE
SB-507,THE PRINCE AND PAUPER ,not available,09-11-17,FALSE
SB-508,TINKLE DIGEST ,not available,09-11-17,FALSE
SB-509,TINKLE DOUBLE DIGEST ,not available,09-11-17,FALSE
SB-510,RACING CAR ,not available,09-11-17,FALSE
SB-511,ADVENTURE OF RABBIT HEAD ,not available,09-11-17,FALSE
SB-512,THE DRAGON PAINTER ,not available,09-11-17,FALSE
SB-513,MY BEST FRIEND ,not available,09-11-17,FALSE
SB-514,AII BABA AND 40 THIEVES ,not available,09-11-17,FALSE
SB-515,TINKLE DOUCLE DIGEST NO 118,not available,09-11-17,FALSE
SB-516,JACK AND THE BEANSTALK ,not available,09-11-17,FALSE
SB-517,HELLO,not available,09-11-17,FALSE
SB-518,THE EMPERORO AND THE NIGHTINGALE,not available,09-11-17,FALSE
SB-519,HELLO,not available,09-11-17,FALSE
SB-520,WHERE IS THANGI,not available,09-11-17,FALSE
SB-521,WHERE IS THANGI,not available,09-11-17,FALSE
SB-522,BABY DOG,not available,09-11-17,FALSE
SB-523,THE EMPERORRS NEW CLOTHES ,not available,09-11-17,FALSE
SB-524,THE FROG PRINCE,not available,09-11-17,FALSE
SB-525,COLOURFUL RHYMES ,not available,09-11-17,FALSE
SB-526,SPLISH SPLASH ,not available,09-11-17,FALSE
SB-527,HOW ZEBRAS GOT HER STRIPES,not available,09-11-17,FALSE
SB-528,I SPY LITTLE ,not available,09-11-17,FALSE
SB-529,PRINCESS POLLY AND PONY ,not available,09-11-17,FALSE
SB-530,A TALE OF TWO CITIES,not available,09-11-17,FALSE
SB-531,BIRDS ANIMALS INSECTS HUMANS,not available,09-11-17,FALSE
SB-532,EVERY ONE HAS STORIES,not available,09-11-17,FALSE
SB-533,A SILLY STORY OF BONDA PALLI,not available,09-11-17,FALSE
SB-534,WHATS LIVING IN YOUR CHILDREN ,not available,09-11-17,FALSE
SB-535,THE GREAT BIRD ,not available,09-11-17,FALSE
SB-536,THE SONG OF THE SCARECROW,not available,09-11-17,FALSE
SB-537,TOOTHACHE,not available,09-11-17,FALSE
SB-538,DANCING ON WALLS,not available,09-11-17,FALSE
SB-539,MY MOTHER ,not available,09-11-17,FALSE
SB-540,WHAT A SONG ,not available,09-11-17,FALSE
SB-541,MANGOES IS BANANAS,not available,09-11-17,FALSE
SB-542,STORIES FOR CHILDREN ,not available,09-11-17,FALSE
SB-543,PEPPER HAS TOO MANY TOYS ,not available,09-11-17,FALSE
SB-544,AUTORICKSHAW BLUES,not available,09-11-17,FALSE
SB-545,AUTORICKSHAW BLUES,not available,09-11-17,FALSE
SB-546,THE WHY WHY GIRL ,not available,09-11-17,FALSE
SB-547,AESOPS FABLES,not available,09-11-17,FALSE
SB-548,THE STORY OF PUSSYBOOTS,not available,09-11-17,FALSE
SB-549,WELCOME HIGHLIGHTS,not available,09-11-17,FALSE
SB-550,WHEN A DRAWING IS SCALED,not available,09-11-17,FALSE
SB-551,STORIES FOR CHILDREN ,not available,09-11-17,FALSE
SB-552,THE STORY OF DOLLY DUCK,not available,09-11-17,FALSE
SB-553,WHO WILL RULE,not available,09-11-17,FALSE
SB-554,,not available,09-11-17,FALSE
SB-555,GAJAPATI,not available,09-11-17,FALSE
SB-556,WHERE IS AMMA ,not available,09-11-17,FALSE
SB-557,NATURE ENCYLCOPEDIA,not available,09-11-17,FALSE
SB-558,SIHIDI,not available,09-11-17,FALSE
SB-559,GULLIVERS TRAVEL ,not available,09-11-17,FALSE
SB-560,SPACE ENCYLCOPEDIA,not available,09-11-17,FALSE
SB-561,DICTIONARY,not available,09-11-17,FALSE
SB-562,THE CHURCHI BURHI ,not available,09-11-17,FALSE
SB-563,JACK ITS PLAYTIME,not available,09-11-17,FALSE
SB-564,GUESS WHO,not available,09-11-17,FALSE
SB-565,NBRAHAMAS BUTTERFLY,not available,09-11-17,FALSE
SB-566,HOLI AND RAT SNAKE,not available,09-11-17,FALSE
SB-567,THE WHY WHY GIRL ,not available,09-11-17,FALSE
SB-568,JIGHHAD,not available,09-11-17,FALSE
SB-569,ANIMALS SECRETS,not available,09-11-17,FALSE
SB-570,THE ELEPHANT IN THE TREE,not available,09-11-17,FALSE
SB-571,DOT 2 DOT,not available,09-11-17,FALSE
SB-572,I CAN READ DIXIE,not available,09-11-17,FALSE
SB-573,LITTLE PRINCESS,not available,09-11-17,FALSE
SB-574,THE MAXIMUM BUG ,not available,09-11-17,FALSE
SB-575,AT LEAST A FISH,not available,09-11-17,FALSE
SB-576,BLACK BEAUTY,not available,09-11-17,FALSE
SB-577,THE COUNT OF MONTE CARLO ,not available,09-11-17,FALSE
SB-578,LEAVES,not available,09-11-17,FALSE
SB-579,CLEVER RABBIT AND THE LION ,not available,09-11-17,FALSE
SB-580,THE GOOSE THAT LAID THE GOLDEN EGG,not available,09-11-17,FALSE
SB-581,ALICE IN WONDERLAND ,not available,09-11-17,FALSE
SB-582,DANCING BEES,not available,09-11-17,FALSE
SB-583,BOBY BEBOO BEAR ,not available,09-11-17,FALSE
SB-584,MY BOOK OF FAIRYTALES,not available,09-11-17,FALSE
SB-585,HAPPY GO DUNKY ,not available,09-11-17,FALSE
SB-586,BUSY BUSY GRAND AUNT,not available,09-11-17,FALSE
SB-587,PUZZLE MANIA,not available,09-11-17,FALSE
SB-588,YES HUBTAXI,not available,09-11-17,FALSE
SB-589,PADMA GOES TO SPACE,not available,09-11-17,FALSE
SB-590,JUS STRONG,not available,09-11-17,FALSE
SB-591,WHAT DID YOU SEE,not available,09-11-17,FALSE
SB-592,MY READING AND ACTIVITY BOOK ,not available,09-11-17,FALSE
SB-593,THE GREAT ROSE,not available,09-11-17,FALSE
SB-594,DRENEVA PICTURE ,not available,09-11-17,FALSE
SB-595,HOME ,not available,09-11-17,FALSE
SB-596,,not available,09-11-17,FALSE
SB-597,HOME ,not available,09-11-17,FALSE
SB-598,DANCING BEES,not available,09-11-17,FALSE
SB-599,SEA CREATURES,not available,09-11-17,FALSE
SB-600,THE WHY WHYVGIRL,not available,09-11-17,FALSE
SB-601,BLACK BOARD,not available,09-11-17,FALSE
SB-602,PINTOO AND THE GIANT,not available,09-11-17,FALSE
SB-603,DANCING ON THE WALLS,not available,09-11-17,FALSE
SB-604,LITTLE RED RIDING HOOD,not available,09-11-17,FALSE
SB-605,BASAR AND THE DOTS OF FIRE,not available,09-11-17,FALSE
SB-606,FREE MOUNTAIN ,not available,09-11-17,FALSE
SB-607,MIRROR,not available,09-11-17,FALSE
SB-608,WHERE IS THANGI,not available,09-11-17,FALSE
SB-609,HELLO,not available,09-11-17,FALSE
SB-610,MIRROR,not available,09-11-17,FALSE
SB-611,TAIL,not available,09-11-17,FALSE
SB-612,WHERE IS THANGI,not available,09-11-17,FALSE
SB-613,TAIL,not available,09-11-17,FALSE
SB-614,FLOWER,not available,09-11-17,FALSE
SB-615,TAIL,not available,09-11-17,FALSE
SB-616,SONG,not available,09-11-17,FALSE
SB-617,I CAN DRESS MYSELF,not available,09-11-17,FALSE
SB-618,MY ROOM ,not available,09-11-17,FALSE
SB-619,HOW ELEPHANTS LOST THEIR WING ,not available,09-11-17,FALSE
SB-620,BIG AIR,not available,09-11-17,FALSE
SB-621,FAIRYTALES FOR GIRLS ,not available,09-11-17,FALSE
SB-622,LITTLE RED RIDING HOOD ,not available,09-11-17,FALSE
SB-623,LITTLE RED RIDING HOOD ,not available,09-11-17,FALSE
SB-624,THE THREE BILLY GOATS GUFF ,not available,09-11-17,FALSE
SB-625,THE THREE BILLY GOATS GUFF ,not available,09-11-17,FALSE
SB-626,THE THREE BILLY GOATS GUFF ,not available,09-11-17,FALSE
SB-627,THE THREE BILLY GOATS GUFF ,not available,09-11-17,FALSE
SB-628,THE UGLY DUCKLING ,not available,09-11-17,FALSE
SB-629,THE UGLY DUCKLING ,not available,09-11-17,FALSE
SB-630,THE UGLY DUCKLING ,not available,09-11-17,FALSE
SB-631,THE UGLY DUCKLING ,not available,09-11-17,FALSE
SB-632,THE UGLY DUCKLING ,not available,09-11-17,FALSE
SB-633,TALES FROM INDIAN CLASSICS,not available,09-11-17,FALSE
SB-634,THE STORY OF THE LITTLE MERMAID,not available,09-11-17,FALSE
SB-635,THE ENORMOUS,not available,09-11-17,FALSE
SB-636,SULREV,not available,09-11-17,FALSE
SB-637,THE STORY OF THE LITTLE KITTENS,not available,09-11-17,FALSE
SB-638,THE SHOEMAKER AND TH ELVES,not available,09-11-17,FALSE
SB-639,THE GREAT BIG TURNIP,not available,09-11-17,FALSE
SB-640,STOP AT THE RED LIGHT ,not available,09-11-17,FALSE
SB-641,AT WORK ,not available,09-11-17,FALSE
SB-642,ON THE MOON ,not available,09-11-17,FALSE
SB-643,THE SUN AND THE WIND ,not available,09-11-17,FALSE
SB-644,OUT AND ABOUT ,not available,09-11-17,FALSE
SB-645,ANT AND GRASSHOPPER,not available,09-11-17,FALSE
SB-646,TRAIN ,not available,09-11-17,FALSE
SB-647,TINKLE,not available,09-11-17,FALSE
SB-648,SLAP AND CLAP,not available,09-11-17,FALSE
SB-649,WHAT DID YOU SEE,not available,09-11-17,FALSE
SB-650,I AM ACAT,not available,09-11-17,FALSE
SB-651,CINDRELLA,not available,09-11-17,FALSE
SB-652,DOES A SEAL SMILE,not available,09-11-17,FALSE
SB-653,STOMACH ACHE ,not available,09-11-17,FALSE
SB-654,FOOD ,not available,09-11-17,FALSE
